"","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"107","WBSESILI","journalArticle",2019,"Beato, Marco; de Keijzer, Kevin L.","The inter-unit and inter-model reliability of GNSS STATSports Apex and Viper units in measuring peak speed over 5, 10, 15, 20 and 30 meters","Biology of Sport",NA,"0860021X","",NA,"The objective of this investigation was to evaluate the inter-unit reliability (Apex vs. Apex; Viper vs. Viper) and inter-model reliability (Apex vs. Viper) from 5 to 30 m sprinting activity. Ten team sport players (age 22 ± 1 years) were enrolled in this crossover study and performed 1271 trials (436 Apex vs. Apex, 464 Viper vs. Viper, 371 Apex vs. Viper) consisting of 5-10 m, 10-15 m, 15-20 m, and 20-30 m sprints. Inter-unit reliability was calculated using the intra-class correlation coefficient (ICC) with 95% confidence interval (CI) and coefficient of variation (CV), while between-unit and model analysis were subsequently performed to evaluate differences in Vpeak. Apex (10 Hz) units had excellent inter-unit reliability for all distances, whereas Viper (10 Hz) units had good to excellent reliability. The CV was good (< 5%) for both GNSS models. Significant differences were found in Vpeak in Sprint 5-10 = 0.13 CI (0.08, 0.182) m. s-1, Sprint 10-15 = 0.06 CI (0.01, 0.1) m. s-1, and in Sprint overall = 0.06 CI (0.03, 0.09) m. s-1. Both Viper and Apex units can consistently report Vpeak measurements since good to excellent ICC and good CV were found. However, Vpeak measurements are significantly different between models for distances less than 15 m. In conclusion, this study shows that differences exist among manufacturers' models and that the two GNSS models should not be used interchangeably to quantify Vpeak. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:27:52","2020-05-20 00:27:52",NA,"317-321",NA,"4","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=140086602&site=ehost-live&scope=site","CONFIDENCE intervals; DESCRIPTIVE statistics; Soccer; Football; GPS; *TEAM sports; *SPRINTING; *ATHLETIC ability; Performance; MEDICAL equipment reliability; Team sports; INTRACLASS correlation; Sprint; CLINICAL trials; CROSSOVER trials; GEOGRAPHIC information systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","GJT7I7C5","journalArticle",2019,"Scheffler, P.; Wolter, N. E.; Namavarian, A.; Propst, E. J.; Chan, Y.","Contact sport related head and neck injuries in pediatric athletes","International Journal of Pediatric Otorhinolaryngology",NA,"1872-8464 0165-5876","10.1016/j.ijporl.2019.02.036",NA,"Objectives: To describe the type and frequency of sports related pediatric head and neck trauma. Methods: The National Electronic Injury Surveillance System (NEISS) was searched for football, basketball, soccer, lacrosse and ice hockey related facial injuries. Cross-sectional analysis of incidence, age, and sex and specific injury diagnoses, mechanisms, and facial locations were performed. We focused on craniofacial and soft tissue injuries and excluded patients with concussion or other neurological injuries. Results: A total of 24,905 cases were identified in the NEISS database, corresponding to an estimated, 764,293 emergency department visits. The most hazardous sports were basketball, accounting for 356,188 visits (46.6%), football with 249,633 visits (32.6%), and soccer with 128,113 (14.7%) visits. Lacrosse and ice hockey accounted for 16,869 (1.9%) and 13,490 (1.5%) visits, respectively. There has been a decrease in injuries over the past 10 years, particularly for football (53%), ice hockey (46%), and lacrosse (41%). Soccer (13%) and basketball (9%) noticed the smallest decreases. Conclusion: Children who play basketball, football and soccer are especially prone to emergency department visits related to the head and neck. Overall, there has been an improvement in number of injuries across the five sports investigated. Sports amenable to head and neck protective equipment saw the largest improvement (football, ice hockey, lacrosse), whereas only small decreases were noted in basketball and soccer. Changes in regulations for sports not amenable to more protective equipment may help decrease adverse events.","2019","2020-05-20 00:12:46","2020-05-20 00:12:46",NA,"6-9",NA,"","121",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1016/j.ijporl.2019.02.036; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2001662825","female; human; male; article; football; soccer; sport injury; basketball; priority journal; controlled study; incidence; major clinical study; adolescent; athlete; retrospective study; cross-sectional study; child; school child; ice hockey; face injury; soft tissue injury; emergency ward; contact sport; age distribution; head and neck injury; population research; protective equipment; sex ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","RLMICPUE","journalArticle",2019,"Leung, F. T.; Rahmann, A.; Mendis, M. D.; Franettovich Smith, M. M.; Sonsearay, C.; Low Choy, N.; Hides, J. A.","Vestibulo-ocular dysfunction in adolescent rugby union players with and without a history of concussion","Musculoskeletal Science and Practice",NA,"2468-7812 2468-8630","10.1016/j.msksp.2018.12.007",NA,"Objectives: Sport-related concussions are common in adolescent contact sports. Vestibulo-ocular dysfunction has been reported in athletes post-concussion. There is a lack of research on vestibulo-ocular function in sporting adolescents, and the influence of previous concussions on the vestibular system in this population. The aim of this study was to investigate vestibulo-ocular function in a cohort of adolescent rugby players with and without a history of concussion during pre-season assessment. Design: Cross-sectional cohort. Methods: 213 male adolescent (13–18 years old) rugby players were recruited from six schools in Queensland, Australia. Vestibulo-ocular assessments were conducted during the preseason and included clinical assessment of oculomotor function and the vestibulo-ocular reflex (VOR) using the clinical and video-Head Impulse Test (HIT). Players were allocated into two groups: no history of concussion in the last 12 months (n = 165); and concussion in the last 12 months (n = 48). Results: There were no between group differences in vestibulo-ocular function for players with and without a history of concussion (p = 0.65). However, vestibulo-ocular dysfunction was reported in 69 (32.7%) of the players tested, who had either abnormal oculomotor control or VOR function. Conclusions: The high prevalence of vestibulo-ocular dysfunction in adolescent rugby players suggests that positive clinical findings post-concussion need to be interpreted carefully in the absence of baseline or pre-concussion assessments.","2019","2020-05-20 00:57:34","2020-05-20 00:57:34",NA,"144-149",NA,"","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1016/j.msksp.2018.12.007; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2001419060","adult; human; male; article; rugby; priority journal; major clinical study; adolescent; athlete; cohort analysis; concussion; young adult; cross-sectional study; Queensland; clinical assessment; school; head impulse test; eye movement control; vestibular disorder; vestibulo ocular dysfunction; vestibuloocular reflex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","EUZVBLLG","journalArticle",2019,"Dohy, Z.; Juhasz, V.; Csecs, I.; Czimbalmos, C. S.; Toth, A.; Kiss, O.; Szabo, L.; Suhai, F. I.; Merkely, B.; Vago, H.","Correlation between endurance capacity and morphological changes in young competitive athletes","European Heart Journal Cardiovascular Imaging",NA,"2047-2412","10.1093/ehjci/jey250",NA,"Introduction: In order to diagnose pathological changes in athletes, normal upper limit of physiological cardiac adaptation should precisely defined and reliable normal values are required. Despite the numerous available data on adult elite athletes' cardiac parameters, there is considerably less information on youth athletes. Our goal was to determine physiological cardiac adaptation in young competitive athletes and to determine the relationship between cardiac magnetic resonance (CMR) parameters and clinical and spiroergometry data. Methods: Analysing the morphological and functional parameters by CMR and spiroergometry, we comprehensively studied the degree and quality of cardiac adaptation in asymptomatic young athletes (n = 84; 68 male; 16.6 ± 2.3 ys; 13.1 ± 6.5 training hours/week) performing sports with high dynamic component (football n = 48, water polo n = 22, swimming n = 14) and healthy non-athletes (n = 30; 17 male; 18,4 ys, <5 training hours/week). Using CMR we evaluated left (LV) and right ventricular (RV) ejection fraction (EF), body surface area related enddiastolic (EDVi), end-systolic (ESVi), stroke volume (SVi) and mass (Mi). Maximal oxygen uptake (VO2max) as a generally accepted indicator of endurance capacity was assessed using spiroergometry. Results: Compared to the non-athlete group, young athletes showed significantly higher LVEDVi (109.6 ± 13.4 vs 92.3 ± 9.4 ml/m2), RVEDVi (110.1 ± 15.3 vs 94.1 ± 10.9 ml/m2), LVSVi (65.2 ± 8.9 vs 54.4 ± 7.3 ml/m2), RVSVi (63.6 ± 9.1 vs 53.4 ml/m2), LVMi (70.0 ± 11.0 vs 48.9 ± 9.4 g/m2) and VO2max (3.7 ± 0.8 vs 3.1 ± 0.8 l/min). VO2max showed a positive correlation with LVEDVi (p < 0.0001; r = 0.41), RVEDVi (p < 0.0001; r = 0.41) and LVMi (p < 0.0001; r = 0.56), RVMi (p < 0.01; r = 0.34). Analyzing age, gender, training hours/week and sports type gender and training hours/week seemed to be an independent predictor of elevated LVEDVi (p < 0.05 beta=-0,31; p < 0.01 beta = 0.65), elevated RVEDVi (p < 0.01 beta=-0.35; p < 0.05 beta = 0.50) and elevated LVMi (p < 0.0001 beta=-0.677, p < 0.0001 beta = 0.67). Conclusion: In young athletes gender and training hours seem to be an independent predictor of morphological changes called athlete's heart. In youth competitive athletes an apparent correlation was found between spiroergometry and CMR data. Imbalance between morphological and functional adaptation may raise the suspicion of an underlying pathology.","2019","2020-05-20 00:12:58","2020-05-20 00:12:58",NA,"i778",NA,"","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1093/ehjci/jey250; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L630838004","adult; conference abstract; female; human; male; football; aerobic capacity; controlled study; major clinical study; athlete; gender; juvenile; endurance; swimming; cardiovascular magnetic resonance; body surface; water polo; heart right ventricle ejection fraction; heart stroke volume",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","BUS82KQL","journalArticle",2019,"Sládečková, Barbora; Botek, Michal; Krejčí, Jakub; Lehnert, Michal","Assessment of the body response to specific fatigue exercise protocol SAFT90 in U16 soccer players","Acta Gymnica",NA,"23364912","",NA,"Background: SAFT90 is a specific multidirectional fatigue protocol that imitates the internal and external load of soccer match-play. Objective: The aim of the study was to evaluate the impact of SAFT90 on lactate production, heart rate (HR) and rate of subjective perceived exertion (RPE) expressed by Borg scale (6-20). Methods: Fourteen male elite junior soccer players (age 15.9 ± 0.2 years, stature 180.8 ± 5.5 cm, body mass 69.8 ± 5.8 kg, body fat 8.1 ± 3.2%, VO2max 57.6 ± 4.7 ml⋅kg-1⋅min-1, maximum heart rate 192.8 ± 4.6 beats⋅min-1) participated in this study. Lactate concentration, HR and RPE were monitored during specific fatigue exercise protocol SAFT90. Results: Results of HR showed mean values of153 ± 15 beats⋅min-1, mean blood lactate concentration was 1.9 ± 0.5 mmol⋅L-1. A mean value of RPE was 11.0 ± 1.4 that corresponds to ""fairly light"" exercise. No significant change was found between consecutive SAFT90 stages for HR and lactate concentration. For Borg scale, there were significant increases between stages 20 min and 45 min and between stages 70 min and 90 min. Change between stages 45 and 70 min was not significant. Conclusions: In respect to study results, we suggest that specific fatigue protocol SAFT90 applied in U16 soccer players appears to be insufficient in terms of exercise intensity to achieve comparable lactate concentration, HR and RPE values with a soccer match. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:08:43","2020-05-20 00:08:43",NA,"157-163",NA,"4","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=141054039&site=ehost-live&scope=site","heart rate; *SOCCER players; *BODY composition; *AEROBIC capacity; *BLOOD lactate; *FATIGUE; *FOOTBALL injuries; exercise field-testing; external and internal load; FATIGUE prevention; lactate; RATE of perceived exertion; soccer performance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","W7D5RLWI","journalArticle",2019,"Passos Ramos, Guilherme; Datson, Naomi; Mahseredjian, Fábio; Lopes, Thiago Ribeiro; Coimbra, Cândido Celso; Prado, Luciano Sales; Nakamura, Fabio Yuzo; Penna, Eduardo Macedo","Activity profile of training and matches in Brazilian Olympic female soccer team","Science & Medicine in Football",NA,"24734446","",NA,"Objective: This study compared the activity profile of different types of soccer-specific training activity with the demands of competitive international female match-play. Methods: Twenty-one female players from the Brazilian National Soccer Team were monitored in twenty-two on-field training sessions during the 30-day preparatory training camp prior to the 2016 Olympic Games. Activities were categorized into warmup (WU), small sided games (SSG), technical and tactical training (TTT) and friendly matches (FM). The activity profile in each type of drill was then compared to the ones of the 6 matches performed during the Rio 2016 Olympic Games. Results: It was found that distance traveled at different speeds were higher during matches compared to WU, SSG, and TTT, but not compared to FM. Frequency of accelerations was similar between matches and TTT, SSG and FM. Repeated acceleration and sprints were higher during Matches compared to WU, TTT, SSG but FM presented similar results. Conclusion: It was concluded that although there were different acceleration and deceleration demands amongst WU, SSG and TTT compared to match-play, FM was the only training activity which consistently replicated or exceeded Olympic matches' physical demands. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:07:15","2020-05-20 00:07:15",NA,"231-237",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=137542286&site=ehost-live&scope=site","Football; GPS; monitoring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","LS7R9YCY","journalArticle",2019,"Higuchi, Y.; Saijo, N.; Ishihara, T.; Usui, T.; Murakami, T.; Miyata, M.; Ono, K.; Usui, S.; Togo, H.","New Wearable Heart Rate Monitor for Contact Sports and Its Potential to Change Training Load Management","Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference",NA,"1557-170X","10.1109/EMBC.2019.8857595",NA,"Athletes in all sports face injury or illness if they train too much. Therefore, it is crucial for them to manage their training load. Monitoring the heart rate is one way to estimate training load. However, there are limitations to a monitor's measurement ability in contact sports like rugby. Another method to estimate training load in contact sports is the rating of perceived exertion of a player, which is based on a questionnaire. It however takes a long time to obtain answers to questionnaires in team sports. As a solution to this problem, we developed a wearable heart rate monitor for rugby players. The garment-type monitor with flank electrodes can measure the heart rate even in rugby training situations. We also propose a method to estimate the training load from the measured heart rate. The method can be used instead of a questionnaire administered to the players and can reduce the labor in the estimation of the training load.","2019","2020-05-20 00:33:09","2020-05-20 00:33:09",NA,"4121-4124",NA,"","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1109/EMBC.2019.8857595; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L630651552","human; human experiment; article; rugby; exercise; heart rate; controlled study; team sport; questionnaire; face injury; contact sport; electrode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","92XXX6II","journalArticle",2019,"Hadi, H. A. S.; Mousa, H. J.; Ali, A. H.; Alshawi, H. N. H.","The effect of selection on some of the basic determinants of learning some of the basic skills of football","Indian Journal of Public Health Research and Development",NA,"0976-5506 0976-0245","10.5958/0976-5506.2019.02576.2",NA,"Throughout the selection process to proceed properly, it is necessary to use the tests and measurement because it is the best way to recognize the capabilities of beginners and their potential and determine in advance to the point is essential to improve the learning of some skills to football, that access to the individual to the optimal performance requires the availability of certain physical specifications of each game and availability Some physical characteristics If these specifications are available, some basic skills can be learned in a better way, that based on the recommendations that emphasize the use of appropriate age, physical specifications and appropriate physical attributes, and make it the basic to answer the following question: Will learning be better? If these physical specifications and physical attributes are available in advance. This research aims to identify some of the basic determinants (physical measurements) of the students of Faculty of Physical Education and Sports Sciences at the University of Kufa for the academic year 2018-2019, and to identify the effect of selection on the basis of some basic determinants in learning some of the basic skills of football, the researchers used the experimental method to suit the nature of the Mash The students of the second stage in the Faculty of Physical Education and Sports Sciences at the University of Kufa for the academic year (2018-2019), the number of (34) students, was based on physical indicators of the analysis of the global study of “Riyadh Khalil” the total length and length of the legs, The chest width and skills were handling, rolling and scoring, and an exploratory experiment was conducted to identify the factors and constraints that researchers could face when carrying out the basic experiment.","2019","2020-05-20 00:16:49","2020-05-20 00:16:49",NA,"1033-1037",NA,"9","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.5958/0976-5506.2019.02576.2; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2003241960","human; human experiment; article; football; thorax; learning; leg; skill; physical education; sports science; exploratory research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","UUPZZFEP","journalArticle",2019,"Broadbent, D. P.; Gredin, N. V.; Rye, J. L.; Williams, A. M.; Bishop, D. T.","The impact of contextual priors and anxiety on performance effectiveness and processing efficiency in anticipation","Cognition and Emotion",NA,"1464-0600 0269-9931","10.1080/02699931.2018.1464434",NA,"It is proposed that experts are able to integrate prior contextual knowledge with emergent visual information to make complex predictive judgments about the world around them, often under heightened levels of uncertainty and extreme time constraints. However, limited knowledge exists about the impact of anxiety on the use of such contextual priors when forming our decisions. We provide a novel insight into the combined impact of contextual priors and anxiety on anticipation in soccer. Altogether, 12 expert soccer players were required to predict the actions of an oncoming opponent while viewing life-sized video simulations of 2-versus-2 defensive scenarios. Performance effectiveness and processing efficiency were measured under four conditions: no contextual priors (CP) about the action tendencies of the opponent and low anxiety (LA); no CP and high anxiety (HA); CP and LA; CP and HA. The provision of contextual priors did not affect processing efficiency, but it improved performance effectiveness on congruent trials. Anxiety negatively affected processing efficiency, but this did not affect the use of contextual priors or influence performance effectiveness. It appears that anxiety and prior contextual information impact attentional resources independent of each other. Findings are discussed with reference to current models of anticipation and anxiety.","2019","2020-05-20 00:25:39","2020-05-20 00:25:39",NA,"589-596",NA,"3","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1080/02699931.2018.1464434; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L621756248","adult; human; human experiment; article; soccer; soccer player; priority journal; controlled study; young adult; prediction; decision making; anxiety; videorecording; task performance; anticipation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","226QXLBP","journalArticle",2019,"Fitzpatrick, John F.; Akenhead, Richard; Russell, Mark; Hicks, Kirsty M.; Hayes, Philip R.","Sensitivity and reproducibility of a fatigue response in elite youth football players","Science & Medicine in Football",NA,"24734446","",NA,"Objective:This study aimed to establish firstly, the sensitivity of subjective wellness, jump performance and triaxial accelerometer measures to training-induced fatigue and secondly, the reproducibility of this training-induced fatigue response. Methods: In 14 elite youth football players, morning assessments of subjective wellness (fatigue, sleep quality, muscle soreness, stress and mood), jump performance (countermovement jump height [CMJ], squat jump height [SJ] and drop jump contact time [DJ-CT], height [DJ-JH] and reactive strength index [DJ-RSI]) and triaxial accelerometer data (PlayerLoadTM (PL), the individual movement planes of PL (anterior–posterior [PLAP], mediolateral [PLML] and vertical [PLV]) and the percentage contribution of each component plane) were collected before (−24 h and immediately prior) and after (+24 h, +48 h) a standardised strenuous training session on two occasions in order to assess the reproducibility of a training-induced fatigue response. Sensitivity was assessed via the signal: noise (S:N) ratio of the changes in fatigue measures +24 h post training and the minimum detectable change for each measure. Results: DJ-RSI, PLML and %PLV were found to be sensitive measures of training-induced fatigue, which displayed a reproducible response (S:N > 1 on both occasions). CMJ, SJ and all subjective wellness measures were not able to detect a reproducible fatigue response. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:43:21","2020-05-20 00:43:21",NA,"214-220",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=137542280&site=ehost-live&scope=site","soccer; accelerometer; monitoring; Fatigue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","9GCHTHU2","journalArticle",2019,"Torabi, A. J.; Nahhas, O.; Dunn, R.; Martinez, M.; Tucker, A.; Lincoln, A.; Kovacs, R.; Emery, M.","ECG INTERPRETATION IN ATHLETES: LESSONS FROM A “REAL WORLD” EXPERIENCE IN AMERICAN STYLE FOOTBALL PLAYERS","Journal of the American College of Cardiology",NA,"1558-3597 0735-1097","10.1016/S0735-1097(19)31053-8",NA,"Background: Criteria have been published for the interpretation of athlete ECGs, most recently the International Criteria (IC) Consensus Statement. However, the learning curve for practicing physicians remains an area of concern & the ECG patterns that are typically classified as Not Normal by physicians have not been systematically analyzed. Methods: 1,314 athletes from 2012-15 underwent ECG screening prior to participation in the National Football League combine. Formal interpretation standards were evolving over this period & criteria used were at the discretion of the physician. ECGs were retrospectively reviewed by 2 cardiologists with expertise in sports cardiology using the IC. “Common themes” of ECG patterns were identified upon application of IC that resulted in a change from initial read. Results: Applying the IC reduced the number of participants with abnormal ECG findings from 198 (15.1%) to 69 (5.3%). 16 “common themes” (Table) were identified that contributed to reclassification of the initial interpretation. Some form of T-wave abnormality accounted for 35% of those “common themes”. Conclusion: Modern athlete ECG interpretation criteria have evolved rapidly & physician education is important. Compared to using the IC, this real-world analysis revealed a high initial abnormal rate & identified “common themes” leading to Not Normal ECGs. These provide a potential opportunity to design more specific educational programs to improve athlete ECG interpretation. [Figure presented]","2019","2020-05-20 00:15:43","2020-05-20 00:15:43",NA,"445",NA,"9 Supplement 1","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2001643542; http://dx.doi.org/10.1016/S0735-1097(19)31053-8","adult; conference abstract; female; football player; human; male; controlled study; retrospective study; cardiologist; education; congenital malformation; cardiology; ECG abnormality; T wave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","46IYBE2P","journalArticle",2019,"Badenhorst, M.; Verhagen, E.; Lambert, M. I.; van Mechelen, W.; Brown, J. C.","'In a blink of an eye your life can change': experiences of players sustaining a rugby-related acute spinal cord injury","Injury prevention : journal of the International Society for Child and Adolescent Injury Prevention",NA,"1475-5785","10.1136/injuryprev-2018-042871",NA,"BACKGROUND: Though rare, rugby union carries a risk for serious injuries such as acute spinal cord injuries (ASCI), which may result in permanent disability. Various studies have investigated injury mechanisms, prevention programmes and immediate medical management of these injuries. However, relatively scant attention has been placed on the player's experience of such an injury and the importance of context. AIM: The aim of this study was to explore the injury experience and its related context, as perceived by the catastrophically injured player. METHODS: A qualitative approach was followed to explore the immediate, postevent injury experience. Semi-structured interviews were conducted with 48 (n=48) players who had sustained a rugby-related ASCI. RESULTS: Four themes were derived from the data. Participants described the context around the injury incident, which may be valuable to help understand the mechanism of injury and potentially minimise risk. Participants also described certain contributing factors to their injury, which included descriptions of foul play and aggression, unaccustomed playing positions, pressure to perform and unpreparedness. The physical experience included signs and symptoms of ASCI that is important to recognise by first aiders, fellow teammates, coaches and referees. Lastly, participants described the emotional experience which has implications for all ASCI first responders. SIGNIFICANCE: All rugby stakeholders, including players, first responders, coaches and referees, may gain valuable information from the experiences of players who have sustained these injuries. This information is also relevant for rugby safety initiatives in shaping education and awareness interventions.","2019","2020-05-20 00:26:06","2020-05-20 00:26:06",NA,"313-320",NA,"4","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1136/injuryprev-2018-042871; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L628819799","adult; human; male; football; sport injury; injury; pathophysiology; spinal cord injury; adolescent; young adult; risk factor; middle aged; aged; qualitative research; aggression; disabled person; life event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
