"","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","sampled"
"34","Z2WAHPC6","journalArticle",2019,"DiCesare, C. A.; Montalvo, A.; Foss, K. D. B.; Thomas, S. M.; Hewett, T. E.; Jayanthi, N. A.; Myer, G. D.","Sport Specialization and Coordination Differences in Multisport Adolescent Female Basketball, Soccer, and Volleyball Athletes","Journal of athletic training",NA,"1938-162X","10.4085/1062-6050-407-18",NA,"CONTEXT: Early sport specialization, or the participation in 1 sport year-round to the exclusion of all others, is a growing concern in youth athletics because of its possible association with musculoskeletal injury. The underlying injury risk may be the result of coordination differences that sport-specialized athletes have been speculated to exhibit relative to multisport athletes; however, little evidence exists to support or refute this notion. OBJECTIVE: To examine relative hip- and knee-joint angular-motion variability among adolescent sport-specialized and multisport female adolescent athletes to determine how sport specialization may affect coordination. DESIGN: Cohort study. SETTING: Research laboratory. PATIENTS OR OTHER PARTICIPANTS: A total of 366 sport-specialized and 366 multisport adolescent female basketball, soccer, and volleyball players. INTERVENTION(S): Drop-vertical-jump (DVJ) assessment. MAIN OUTCOME MEASURE(S): Average coupling-angle variability (CAV) for hip flexion and knee flexion, knee flexion and ankle flexion, hip flexion and knee abduction, knee flexion and knee abduction, knee flexion and knee internal rotation, and knee abduction and knee internal rotation. RESULTS: The sport-specialized group exhibited increased coupling variability in dominant-limb hip flexion and knee flexion (P = .015), knee flexion and knee abduction (P = .014), and knee flexion and knee internal rotation (P = .048) while landing during the DVJ, although they had small effect sizes (η2 = 0.010, 0.010, and 0.007, respectively). No differences were present between groups for any of the other CAV measures of the dominant limb, and no differences were found for any CAV measures of the nondominant limb (all P values > .05). CONCLUSIONS: Sport specialization was associated with increased variability of critical hip- and knee-joint couplings responsible for effective landing during the DVJ. Altered coordination strategies that involve the hip and knee joints may underlie unstable landings, inefficient force-absorption strategies, or greater contact forces that can place the lower extremities at risk for injury (or a combination of these).","2019","2020-05-20 00:46:17","2020-05-20 00:46:17",NA,"1105-1114",NA,"10","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.4085/1062-6050-407-18; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629646363","female; human; article; soccer; hip; basketball; controlled study; major clinical study; adolescent; athlete; cohort analysis; outcome assessment; motor performance; athletics; volleyball; effect size; abduction; ankle; knee function; rotation; musculoskeletal injury; cumulative trauma disorder; youth sport; specialization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"35","9RZPY9NM","journalArticle",2019,"Iwame, T.; Matsuura, T.; Suzue, N.; Iwase, J.; Uemura, H.; Sairyo, K.","Factors Associated With Knee Pain and Heel Pain in Youth Soccer Players Aged 8 to 12 Years","Orthopaedic Journal of Sports Medicine",NA,"2325-9671","10.1177/2325967119883370",NA,"Background: Soccer is played by many children younger than 12 years. Despite its health benefits, soccer has also been linked to a high number of sport-related injuries. Purpose: To investigate the relationship between clinical factors and knee or heel pain in youth soccer players. Study Design: Cross-sectional study; Level of evidence, 3. Methods: Study participants included 602 soccer players aged 8 to 12 years who were asked whether they had experienced episodes of knee or heel pain. Data were collected on age, body mass index, years of playing soccer, playing position, and training hours per week. Associations of clinical factors with the prevalence of knee or heel pain were examined by univariate and multivariate logistic regression analyses. Results: Episodes of knee and heel pain were reported by 29.4% and 31.1% of players, respectively. Multivariate analyses revealed that older age and more years of playing soccer were significantly and positively associated with the prevalence of knee pain (P =.037 and P =.015 for trend, respectively) but did not identify any significant associations for heel pain. Conclusion: In this study of youth soccer players, knee pain was associated with older age and more years of play, but heel pain was not significantly associated with any factor.","2019","2020-05-20 00:22:13","2020-05-20 00:22:13",NA,"",NA,"11","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1177/2325967119883370; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2003724089","human; male; article; soccer player; priority journal; controlled study; major clinical study; training; body mass; questionnaire; juvenile; cross-sectional study; child; school child; prevalence; knee pain; informed consent; heel pain; preschool child",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"36","BJGEJVXS","journalArticle",2019,"Fabok, Miloslav; Leontijević, Bojan; Tomić, Lazar; Dopsaj, Milivoj","NEUROMUSCULAR CHARACTERISTICS OF THE BICEPS FEMORIS MUSCLE IN THE TOP SERBIAN SOCCER PLAYERS MEASURED BY THE TENSIOMYOGRAPHY METHOD: A QUANTITATIVE MODEL. / NEUROMIŠIĆNE KARAKTERISTIKE BICEPS FEMORIS MIŠIĆA KOD VRHUNSKIH SRPSKIH FUDBALERA MERENE METODOM TENZIOMIOGRAFIJE: KVANTITATIVNI MODEL","Facta Universitatis: Series Physical Education & Sport",NA,"1451740X","",NA,"The main aim of this study was to define the quantitative neuromuscular characteristics of the Biceps Femoris muscle (BF) as the knee joint flexor, i.e. the major synergist of the caudal body in all specific movement tasks of a football player, measured by the tensiomyography (TMG) method. The secondary aim of the study was to compare all TMG-BF characteristics in relation to bilateral dimorphism, as well as to compare dominant and non-dominant legs. The research was conducted on a sample which included 54 professional players aged 23.0 ± 4.4 years; body height: 182.6 ± 15.1 cm; body mass: 81.2 ± 15.1 kg; BMI: 23.3 ± 1.2 kg/cm². TMG variables were measured on the muscles during a transition training phase (mid-season and end of the season). The results have shown that the average Tc - 32.19 ± 7.64 and 33.21 ± 8.88 ms, Td - 25.56 ± 3.58 and 25.44 ± 3.20 ms, and Dm - 7.39 ± 1.87 and 7.52 ± 2.50 mm, for the dominant and non-dominant leg, respectively. The results have indicated that there was no statistically significant difference between the examined TMG variables of the dominant and non-dominant leg (Wilks' lambda Value = 0.979, F=0.300, p=0.952, Part. Ƞ² = 0.021). It may be stated that there are no differences in the manifestation of neuromuscular characteristics in healthy elite football players regardless of their dominant leg. A high level of preparedness in football in addition to a completely healthy status of the body and locomotor system result in a complete neuromuscular contractile symmetry BF of both legs. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:32:52","2020-05-20 00:32:52",NA,"167-179",NA,"2","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=140495832&site=ehost-live&scope=site","*SOCCER players; Football; *BODY mass index; *STATURE; *BICEPS femoris; Biceps Femoris; DIMORPHISM (Biology); Dominant leg; dominantna noga; fudbal; mišić; Muscle; Tensiomyography; tenziomiografija",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"37","H5LYLZM3","journalArticle",2019,"Barth, K. A.; Lawton, C. D.; Touhey, D. C.; Selley, R. S.; Li, D. D.; Balderama, E. S.; Nuber, G. W.; Hsu, W. K.","The negative impact of anterior cruciate ligament reconstruction in professional male footballers","Knee",NA,"1873-5800 0968-0160","10.1016/j.knee.2018.10.004",NA,"Background: Soccer is one of the most common international sports in which ACL injuries occur, with previous studies reporting high return-to-play rates following ACL reconstruction (ACLR). Return-to-play analysis fails to take into consideration how effective a player remains once returning to competition. The aims of this study are to provide a large-scale international analysis of return-to-play and player performance statistics among professional soccer athletes following ACLR. Methods: Using publicly available sources, professional soccer athletes who have undergone ACLR between the 1996 and 2015 seasons were identified. Player metrics including statistical performance, recovery time, and return-to-play rates were analyzed both before and after reconstruction. Furthermore, player performance statistics during each of three consecutive seasons post-ACLR were compared. Results: A total of 176 athletes who underwent ACLR were included in this study. The return-to-play rate was 93.2% (164 athletes). Cumulative post-surgical statistical analysis of ACLR players demonstrated fewer games/season, minutes/season, minutes/game, goals/season, and more fouls/season following ACLR (p < 0.04). Analysis of player performance statistics suggests that athletes do not return to their baseline number of games/season and minutes/game until two and three seasons post-ACLR, respectively. At three seasons post-ACLR, athletes are still starting fewer games/season and scoring fewer goals/90 min (p < 0.04). Conclusion: Return-to-play rate is high following ACLR; however, athletes exhibit poorer statistical performance, especially in the first few seasons upon return. Our data shows that athletes continue to start fewer games/season and score fewer goals/90 min at three seasons post-ACLR.","2019","2020-05-20 00:32:41","2020-05-20 00:32:41",NA,"142-148",NA,"1","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1016/j.knee.2018.10.004; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2001286900","adult; football player; human; male; article; soccer; case report; clinical article; season; anterior cruciate ligament reconstruction; statistics; surgery; statistical analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"38","W4XAQRFQ","journalArticle",2019,"Marotta, N.; Demeco, A.; de Scorpio, G.; Indino, A.; Iona, T.; Ammendolia, A.","Late Activation of the Vastus Medialis in Determining the Risk of Anterior Cruciate Ligament Injury in Soccer Players","Journal of sport rehabilitation",NA,"1543-3072","10.1123/jsr.2019-0026",NA,"CONTEXT: Activation time of the quadriceps is important in determining injury risk in professional soccer players. OBJECTIVE: To compare the activation time of the quadriceps and hamstrings muscles during a movement that puts stress on anterior cruciate ligament (ACL) to assess the risk of ACL injury. DESIGN: Case series. SETTING: University laboratory for movement analysis. PATIENTS OR OTHER PARTICIPANTS: Twenty (10 males and 10 females) professional soccer players. INTERVENTION(S): An inertial sensor and 4 electrodes positioned on the quadriceps and hamstrings muscles were used for the surface electromyography. The athlete resting on 1 leg dropped, from a 32-cm-high platform, on the suspended foot (testing leg), without jumping or lowering his center of gravity and maintaining single-leg landing for 5 seconds. Using a software, it is possible to calculate the activation time of the rectus femoris, vastus medialis (VM), biceps femoris, and semimembranosus muscles before ground contact. MAIN OUTCOME MEASURES: To evaluate the activation times of the rectus femoris, VM, biceps femoris, and semitendinosus muscles before ground contact in comparison with the range of normality calculated by the manufacturer. RESULTS: All male soccer players demonstrated a low risk related to the correct activation of all the examined muscles, while female soccer players demonstrated delayed activation of the VM. CONCLUSIONS: Delayed activation of the VM registered in females determines an increase in anterior shear force, which is an important risk factor for incurring an ACL injury. This testing protocol becomes adequate for the screening of high-risk athletes and for targeting interventions to specific imbalances that may increase injury risk.","2019","2020-05-20 00:29:32","2020-05-20 00:29:32",NA,"1-4",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1123/jsr.2019-0026; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629828667","adult; female; human; male; article; football; soccer player; clinical article; risk assessment; rectus femoris muscle; vastus medialis muscle; case study; anterior cruciate ligament injury; risk factor; jumping; kinematics; sensor; stress; foot; biceps femoris muscle; semitendinous muscle; electromyography; software; gravity; semimembranosus muscle; electrode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"39","LFEZYI5N","journalArticle",2019,"Ohuchi, H.; Chavez, J. S.; Alvarez, C. A. D.","Changes in calcaneal pitch and heel fat pad thickness in static weight bearing radiographs while wearing shoes with arch support and heel cup orthotics","Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",NA,"2214-6873","10.1016/j.asmart.2019.07.001",NA,"Background: Foot orthoses have been shown to reduce the collapse of the longitudinal arch and to constrain soft tissue displacement under the heel. However, there has not been a study that has shown the effectiveness of both the arch and heel features in the same orthosis. This study quantitatively analyzed if the calcaneal pitch and the heel pad thickness will be affected by the use of an arch support and heel cup insole in a static weightbearing stance while wearing sports shoes. Methods: Twenty-four (24) feet from 12 elite-level female soccer players with a mean age of 25 ± 3.99 years (20–33 years old) were studied. Lateral weightbearing radiographs with and without orthotics were obtained in order to measure the calcaneal pitch angle and heel fat pad thickness for each foot. A subjective outcome measure was used and the scores were classified as bad (0–2), fair (3–5), good (6–8), or excellent (9-10). Results: The calcaneal pitch angle increased in all but three cases by an average of 1.05° (range, −1.14 to 3.19) after wearing orthotics (p < 0.01). The heel fat pad thickness increased in all cases with an average of 1.25 mm (range, 1.05 to 1.47; p < 0.01)). 9 of 12 subjects (75%) reported excellent (n = 2) or good (n = 7) overall subjective scores with insole wear. Conclusion: Under static weightbearing conditions, the arch support and heel cup features of a foot orthosis help improve the height of the calcaneal pitch and the thickness of the heel fat pad, respectively.","2019","2020-05-20 00:10:22","2020-05-20 00:10:22",NA,"21-24",NA,"","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1016/j.asmart.2019.07.001; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2002432285","adult; female; human; male; article; soccer player; clinical article; priority journal; controlled study; outcome assessment; fatigue; normal human; thickness; quantitative analysis; ankle pain; calcaneus; fat pad; heel; heel pain; orthopedic shoe; orthotics; weight bearing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40","S5G74DVI","journalArticle",2019,"Talattinis, K.; Kyriakides, G.; Kapantai, E.; Stephanides, G.","Forecasting Soccer Outcome Using Cost-Sensitive Models Oriented to Investment Opportunities","International Journal of Computer Science in Sport (De Gruyter Open)",NA,"16844769","",NA,"Realizing the significant effect that misprediction has on many real-world problems, our paper is focused on the way these costs could affect the sports sector in terms of soccer outcome predictions. In our experimental analysis, we consider the potential influence of a cost-sensitive approach rather than traditional machine-learning methods. Although the measurement of prediction accuracy is a very important part of the validation of each model, we also study its economic significance. As a performance metric for our models, the Sharpe ratio metric is calculated and analyzed. Seeking to improve Sharpe ratio value, a genetic algorithm is applied. The empirical study and evaluation procedure of the paper are primarily based on English Premier League's games, simple historical data and well-known bookmakers' markets odds. Our research confirms that it is worthwhile to employ cost-sensitive methods for the successful predictions of soccer results and better investment opportunities. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:23:17","2020-05-20 00:23:17",NA,"93-114",NA,"1","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=138296145&site=ehost-live&scope=site","ODDS ratio; *SOCCER; *FOOTBALL injuries; binary data set; cost-sensitive classification; genetic algorithm; GENETIC algorithms; INVESTMENTS; MODEL validation; prediction models; SHARPE ratio; soccer forecasting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"41","6D2NAZUB","journalArticle",2019,"Wilson, R. S.; Smith, N. M. A.; Ramos, S. P.; Giuliano Caetano, F.; Aparecido Rinaldo, M.; Santiago, P. R. P.; Cunha, S. A.; Moura, F. A.","Dribbling speed along curved paths predicts attacking performance in match-realistic one vs. one soccer games","Journal of sports sciences",NA,"1466-447X","10.1080/02640414.2018.1544110",NA,"This study assessed whether a new, closed-skill dribbling or sprinting task could predict attacking performance in soccer. Twenty-five male players were recruited from the Londrina Junior Team Football Academy in Brazil and asked to either dribble the ball or sprint through five custom circuits that varied in average curvature (0-1.37 radians.m-1). These measures were then validated using a realistic one vs. one competition in which each player acted as attacker or defender in turn (N = 1330 bouts). Sprinting (ICC = 0.96) and dribbling (ICC = 0.97) performances were highly repeatable for individual players. Average dribbling speed decreased non-linearly with increasing circuit curvature (F = 239.5; P < 0.001) from 5.19 ± 0.11 ms-1 on the straightest path to 2.13 ± 0.03 ms-1 on the curviest. Overall, dribbling but not sprinting performance predicted attacking success in the one vs. one competition, explaining more than 50% of the variation in attacking success alone (rp = 0.70; P < 0.001). In conclusion, our new closed-skill dribbling assessment is a valid and reliable protocol to predict a soccer player's success in attacking performance in one vs. one situation, and can be used to identify talented players.","2019","2020-05-20 00:15:23","2020-05-20 00:15:23",NA,"1072-1079",NA,"9","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1080/02640414.2018.1544110; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L627118930","human; male; soccer; adolescent; running; aptitude; athletic performance; task performance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"42","E2RIV7JH","journalArticle",2019,"Andrews, T. J.; Smith, R. K.; Hoggart, R. L.; Ulrich, P. I. N.; Gouws, A. D.","Neural Correlates of Group Bias during Natural Viewing","Cerebral Cortex",NA,"1460-2199 1047-3211","10.1093/cercor/bhy206",NA,"Individuals from different social groups interpret the world in different ways. This study explores the neural basis of these group differences using a paradigm that simulates natural viewing conditions. Our aim was to determine if group differences could be found in sensory regions involved in the perception of the world or were evident in higher-level regions that are important for the interpretation of sensory information. We measured brain responses from 2 groups of football supporters, while they watched a video of matches between their teams. The time-course of response was then compared between individuals supporting the same (within-group) or the different (between-group) team. We found high intersubject correlations in low-level and high-level regions of the visual brain. However, these regions of the brain did not show any group differences. Regions that showed higher correlations for individuals from the same group were found in a network of frontal and subcortical brain regions. The interplay between these regions suggests a range of cognitive processes from motor control to social cognition and reward are important in the establishment of social groups. These results suggest that group differences are primarily reflected in regions involved in the evaluation and interpretation of the sensory input.","2019","2020-05-20 00:32:46","2020-05-20 00:32:46",NA,"3380-3389",NA,"8","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1093/cercor/bhy206; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L631551033","adult; female; human; human experiment; male; article; football; controlled study; perception; videorecording; brain region; functional magnetic resonance imaging; motor control; nucleus accumbens; reward; sensory stimulation; social cognition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"43","MYF3USDD","journalArticle",2019,"Paksoy, Y.; Kinik, M.; Köprülüoǧlu, M.; Sarikaya, T. A.; Kaymaz, S.; Saçli, B.; Koçak, U. Z.; Özer Kaya, D.","Investigation of relationships between posture, body composition, balance and spinal stability in 13-years junior football players: Preliminary study","Turkish Journal of Physiotherapy and Rehabilitation",NA,"2651-446X","",NA,"Purpose: Sports activities such as football, regular training, muscle strength, endurance, stabilization and flexibility is increased while body composition is also regulated. One-way and repetitive exercises in these activities and the postural structure of young people in the development process are significantly affected. The aim of this study was to evaluate the relationship between posture, body composition, balance and spinal stability in 13 years old football players. Methods: Nineteen male players (age=139±3.41 months; body-mass index (BMI)=18.01±2.74 kg/m2, sports age=5.23±1.84 years) from the U13 unior team of Karsiyaka Sports Club were included in the study. The posture of the participants was measured with the New York Posture Scale (NYPS); balance was measured with the Balance Error Scoring System (BEST); spinal stability was measured with lateral bridge test, and the body composition was measured with the skinfold (Holtain, UK) and body fat ratio (BFR) and BMI calculated from the measurements obtained from subscapular, biceps, triceps and suprailiac regions. Results: No significant correlation was found between posture and body composition (BMI; p=0.099, BFC; p=0.811), balance (p=0.311) and spinal stability (p=0.242). However, there was a significant negative correlation between spinal stability and BMI (r=-0,719, p=0.001) and BFR (r=-0,518, p=0.23). Conclusion: There was a negative correlation between body composition and spinal stability in 13 year old football players. Further studies are needed to generalize the results by increasing the sample size.","2019","2020-05-20 00:28:12","2020-05-20 00:28:12",NA,"S62",NA,"2","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English Turkish",NA,NA,NA,NA,"Embase",NA,NA,NA,"","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L631084053","conference abstract; football player; human; male; biceps brachii muscle; controlled study; scoring system; sport; adolescent; body mass; child; body fat; aged; very elderly; skinfold; sample size; preschool child; New York; body position; triceps brachii muscle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44","7FNDE4RU","journalArticle",2019,"Correia da Silva, Davi; Teoldo da Costa, Varley; Casanova, Filipe; Manuel Clemente, Filipe; Teoldo, Israel","Comparison between teams of different ranks in small-sided and conditioned games tournaments","International Journal of Performance Analysis in Sport",NA,"14748185","",NA,"The aim of this study was to compare the quantity, the quality and the outcome of the tactical actions of the champions' teams compared to runner-up and third-placed teams in small-sided and conditioned games tournaments in the under-15 category. We analyzed 18 teams composed of three players, they were 13.92 ± 1.17 years old and with 5.65 ± 2.65 years of time practice. These players performed 4,716 tactical actions evaluated by System of Tactical Assessment in Soccer (FUT-SAT). Descriptive statistics (mean, standard deviation and percentage difference), Shapiro–Wilk test, independent t-test, Mann–Whitney test, paired t-test, and Cohen's kappa test were used. The results indicated that the champions' teams accomplished more offensive tactical actions (quantitatively) and were more efficient (qualitatively) in these actions than the other teams. In addition, the champions' teams were more effectiveness (action outcomes) in offensive and defensive movements. Otherwise, the runner-up and third-placed performed more (quantitatively) defensive tactical actions and were more efficient (qualitatively) in these actions. It is concluded that the champions' teams had more initiative in the matches due to the greater quantity and quality of their offensive tactical actions and more effectiveness in the offensive and defensive actions, while their opponents were reactive. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:11:41","2020-05-20 00:11:41",NA,"608-623",NA,"4","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=137722453&site=ehost-live&scope=site","DESCRIPTIVE statistics; TEAMS; Soccer; young players; *GAMES; *TOURNAMENTS; small-sided games; STANDARD deviations; tactical actions; tactical behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"45","F4VWJ9SQ","journalArticle",2019,"McBurnie, A. J.; DosʼSantos, T.; Jones, P. A.","Biomechanical Associates of Performance and Knee Joint Loads During A 70-90° Cutting Maneuver in Subelite Soccer Players","Journal of strength and conditioning research",NA,"1533-4287","10.1519/JSC.0000000000003252",NA,"McBurnie, AJ, Dos'Santos, T, Jones, PA. Biomechanical associates of performance and knee joint loads during a 70-90° cutting maneuver in subelite soccer players. J Strength Cond Res XX(X): 000-000, 2019-The aim of this study was to explore the ""performance-injury risk"" conflict during cutting, by examining whole-body joint kinematics and kinetics that are responsible for faster change-of-direction (COD) performance of a cutting task in soccer players, and to determine whether these factors relate to peak external multiplanar knee moments. 34 male soccer players (age: 20 ± 3.2 years; body mass: 73.5 ± 9.2 kg; height: 1.77 ± 0.06 m) were recruited to investigate the relationships between COD kinetics and kinematics with performance and multiplanar knee joint moments during cutting. Three-dimensional motion data using 10 Qualisys Oqus 7 infrared cameras (240 Hz) and ground reaction force data from 2 AMTI force platforms (1,200 Hz) were collected to analyze the penultimate foot contact and final foot contact (FFC). Pearson's or Spearman's correlations coefficients revealed performance time (PT), peak external knee abduction moment (KAM), and peak external knee rotation moment (KRM) were all significantly related (p < 0.05) to horizontal approach velocity (PT: ρ = -0.579; peak KAM: ρ = 0.414; peak KRM: R = -0.568) and FFC peak hip flexor moment (PT: ρ = 0.418; peak KAM: ρ = -0.624; peak KRM: ρ = 0.517). Performance time was also significantly (p < 0.01) associated with horizontal exit velocity (ρ = -0.451) and, notably, multiplanar knee joint loading (peak KAM: ρ = -0.590; peak KRM: ρ = 0.525; peak KFM: ρ = -0.509). Cohen's d effect sizes (d) revealed that faster performers demonstrated significantly greater (p < 0.05; d = 1.1-1.7) multiplanar knee joint loading, as well as significantly greater (p < 0.05; d = 0.9-1.2) FFC peak hip flexor moments, PFC average horizontal GRFs, and peak knee adduction angles. To conclude, mechanics associated with faster cutting performance seem to be ""at odds"" with lower multiplanar knee joint loads. This highlights the potential performance-injury conflict present during cutting.","2019","2020-05-20 00:09:29","2020-05-20 00:09:29",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1519/JSC.0000000000003252; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L628619684","adult; human; male; article; soccer player; hip; injury; knee; controlled study; young adult; height; effect size; abduction; adduction; rotation; kinematics; foot; ground reaction force; infrared camera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
