"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"W4DBEVC5","journalArticle","2019","Polevoy, G.","Unison of movements in football players with different nervous systems","Revista da Associacao Medica Brasileira","","0104-4230","10.1590/1806-9282.65.2.211","","In this study, we investigated the effect of typological features of nervous system properties on the ability to unite the movements of young football players. A total of 36 young football players aged 11-12 years participated in this experiment. Of them, 18 were engaged in an experimental differentiated method, which is based on using the same exercise and methods for developing the ability to unite movements but with different load components; for players with a strong nervous system (9 children), the load was intensive, but for players with a weak nervous system (9 children) - the load was volumetric. The other 18 athletes made up the control group. After 8 months of the experiment, we observed positive changes in terms of the ability to unite movements in young football players. In the control group, these changes were not significant (P>0.05). In the experimental group studied according to a special method, the indicators changed considerably. The performance of football players with a strong nervous system improved from 6.4±0.2 s to 5.7±0.1 s (P<0.05), and for football players with a weak nervous system from 6.2±0.2 s to 5.6±0.2 s (P<0.05). The study proved the effectiveness of the use of the typological properties of the nervous system as a differentiated method for developing the ability to unite movements in young football players. This approach allows for the improvement of the quality of technical training of young athletes.","2019","2020-05-20 00:55:47","2020-05-20 00:55:47","","211-215","","2","65","","","","","","","","","","English","","","","","Embase Medline","","","","; ","http://dx.doi.org/10.1590/1806-9282.65.2.211; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2001894461","female; football player; human; male; article; clinical article; exercise; controlled study; child; school child; nervous system; biotypology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWH5TS4T","journalArticle","2019","Monseau, A. J.; Balcik, B. J.; Sharon, M.; Roberts, L.; Andrews, R.","Unreported concussion lowers in-game performance of NCAA Division i football players","Clinical Journal of Sport Medicine","","1536-3724","10.1097/JSM.0000000000000724","","Purpose: Many athletes conceal concussion symptoms to continue to play. Even worse, some coaches encourage athletes to conceal symptoms. If athletes and coaches knew that performance after a concussion drops significantly which may hurt the team, athletes may be more prone to report concussion symptoms. Methods: This is a case series of 3 NCAA Division I football players who did not report their concussions until a later time. The play in which the concussion occurred was identified via video review then the players' performance grades, as scored by their position coaches, were recorded both before and after the concussion. Grades from other games were obtained for further comparison. Results: Three injuries were identified and reviewed. The player in the first case had a pre-injury performance score of 76/100 with a post-injury score of 47/100. This was an absolute drop of 29 points for a relative decrease in his in-game performance by 38%. His grades for other games that year averaged 75/100 with a range of 63 to 82. The player in the second case had a pre-injury score of 100/100 with a post-injury score of 60/100. This was an absolute drop of 40 points or a 40% relative decrease in his in-game performance. His grades for other games rarely dropped below 90. The player in the third case had a pre-injury score of 67/100 and post-injury score of 43/100 for an absolute drop of 24 points or a 36% relative decrease in his in-game performance. In his one other game with significant playing time that year, he scored a 77/100. Conclusions: In this case series, we report 3 college football players who suffered concussions but did not immediately disclose their symptoms. As expected, each had a marked decrease in their performance grades after their concussion with a relative decrease of 36%, 38% and 40%, respectively, from their pre-injury grades. Significance: If the performance effect of a concussion can be quantified, athletes and coaches may change their mindset that a concussion can be ""played through."" This case series should serve as a first step in quantifying concussion effects on performance.","2019","2020-05-20 00:56:02","2020-05-20 00:56:02","","132","","2","29","","","","","","","","","","English","","","","","Embase","","","","; ","http://dx.doi.org/10.1097/JSM.0000000000000724; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629860430","conference abstract; football player; human; male; case report; clinical article; concussion; case study; videorecording; quantitative analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2G937Y8V","journalArticle","2019","Laury, T.; Mines, B.; Jayanthi, N.; Gary, M.; Buster, B.","Unusual high risk college football injury: What the heck? It was the neck?","Clinical Journal of Sport Medicine","","1536-3724","10.1097/JSM.0000000000000728","","History: A 22-year-old male college football player presented to the ED with neck pain after taking a hit to the left shoulder and chest at a football game 2 weeks before presentation. At the game, he presented to the athletic trainer and physician with hemoptysis. No neck pain was reported. Plain films were negative for rib fracture or pulmonary contusion. Approximately 1 week later, he woke up with mild pain in the base of his skull that radiated to his left ear. Pain progressed over the next several days, which prevented him from returning to practice. There was pain with neck flexion and a catching sensation when extending back to neutral. Symptoms were worse in the morning and aggravatedby coughing or sneezing. He denied weakness, numbness, tingling, headache, dizziness or tinnitus. When his symptoms failed to resolve after = days-2 weeks after the initial injury - he presented to ED. Physical Exam: General: Alert and oriented with no acute distress. MSK: Decreased range of motion of cervical spine with flexion, extension, lateral rotation and side bend. Neuro: Cranial Nerves II-XII intact. Sensation to light touch intact in bilateral upper and lower extremities. 5/5 strength in bilateral deltoids, biceps, triceps. 5/5 strength with bilateral wrist flexion, wrist extension and gripping. 5/5 strength with bilateral hip flexion, knee extension, ankle dorsiflexion and plantar flexion. 21 reflexes in bilateral biceps and brachior-adialis. 11 reflexes in bilateral patellar tendons. Coordination intact with finger-to-nose testing. Differential Diagnosis: Cervical disc herniation Cervical spinal cord compression Atlantoaxial ligamentous injury Cervical vertebral body fracture Cervical facet displacement Test Results: CT C-Spine: Subluxation of C1 in relation to C2, atlantodental interval (ADI) 4.5 mm (wide), anterior positioning of posterior C1 arch narrows canal at C1. High density material in L. ventral epidural space posterior to C2 vertebral body. MRI C-Spine: Injury to the R. alar, transverse and posterior interspinous ligaments at C1-C2. Large L. paracentral disc herniation at C2-C3 with associated cord impingement and flattening. DynamicXR C-Spine: ADI 4mm in flexion, 2 mm in extension. Final Diagnosis: (1) Ligamentous injury involving right alar ligament, transverse ligament and posterior interspinous ligament at C1-C2. (2) Left disc extrusion at C2-C3. Discussion: The craniocervical junction (CCJ) is stabilized by several ligaments, the strongest ofwhich include the transverse and alar ligaments. Injury to these ligaments can result in CCJ instability. The athlete also sustained a C2-C3 disc extrusion, causing cord impingement. Herniation at this level is rare, especially in young patients. High c-spine instability and herniation can result in paralysis and cardiorespiratory compromise, so prompt diagnosis is key. CT and dynamic XR can assess for C1-C2 stability. MRI can evaluate for spinal cord pathology. Immediate c-spine immobilization is imperative. The degree of stability and cord injury determine whether management is surgical or conservative. Outcome: The patient was admitted to observation for neurosurgical evaluation after initial CT and MRI were concerning for possible atlantoaxial instability. However, flexion and extension plain films ruled out gross instability. Therefore, he was treated non-operatively and placed in a cervical collar, which was to be worn at all times. Follow-up: The patient returned for follow-up neurosurgical evaluation 2 weeks after being placed in the collar. He reported complete resolution of neck pain and continued to deny any neurologic symptoms. The follow up plain films showed loss of normal lordosis; however, no further C1-C2 subluxation was noted on neutral lateral x-ray. Conservative management with cervical collar was continued on discharge.","2019","2020-05-20 00:56:05","2020-05-20 00:56:05","","e31-e32","","2","29","","","","","","","","","","English","","","","","Embase","","","","; ","http://dx.doi.org/10.1097/JSM.0000000000000728; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629860380","adult; conference abstract; female; football player; human; male; rib fracture; case report; hip; knee; nuclear magnetic resonance imaging; biceps brachii muscle; clinical article; thorax; young adult; follow up; patellar ligament; outcome assessment; ankle; range of motion; rotation; physician; physical examination; remission; dizziness; wrist; cranial nerve; hypesthesia; sensation; touch; diagnosis; differential diagnosis; X ray; headache; neck pain; weakness; conservative treatment; athletic trainer; cervical disk hernia; compression; ligament injury; lordosis; deltoid muscle; subluxation; finger; cervical collar; triceps brachii muscle; paralysis; distress syndrome; vertebra body; nose; cervical spinal cord; coughing; epidural space; hemoptysis; immobilization; lung contusion; skull; sneezing; spinal cord disease; tinnitus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4F2BTN5N","journalArticle","2019","Ferk, Janez","Uporabnost in učinkovitost malih prirejenih iger v nogometu. / Applicability and effectiveness of small-sided games in football","Sport: Revija Za Teoreticna in Prakticna Vprasanja Sporta","","03537455","","","Small-sided games in football (known as 'game forms') have become a popular training method. The fact that this training method resembles a football match is attractive for players and coaches alike. The latter often search for the shortest path to high performance in the game, and small-sided games enable them to achieve this during the preparation period, when the desired intensity can be achieved through play, or during the competitive season when the intention is to restore physical fitness and determine tactical principles in the game. In small-sided games the space is limited and the number of players lower, along with other limitations and rules. The most important task of the coach is to come closer to the set objectives as much as possible with proper game organisation. They must also recognise when this type of training is not suitable. The contribution presents the influences on the conditioning, technical and tactical preparations of football players. Moreover, it identifies the effects of individual limitations and the advantages of small-sided games compared to matches or other training methods. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:56:09","2020-05-20 00:56:09","","157-163","","1/2","67","","","","","","","","","","","","","","","sph","","","","","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=137052942&site=ehost-live&scope=site","football; small-sided games; conditioning; game forms; igralne oblike; kondicijska priprava; male prirejene igre; nogomet; technical and tactical preparations; tehnično -taktična priprava","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78WA8K7F","journalArticle","2019","Somerville, Vaughan; Gill, Nicholas D.; Ross, Alex; Braakhuis, Andrea","Upper respiratory illness in different tiers of rugby union","Sport Sciences for Health","","18247490","","","Rugby union is a team-based, high-impact ball sport with various training loads at different levels which may predispose players to increased but varied illness rates. The aim of the study was to characterise the incidence and duration of upper respiratory illness in school boy (three tiers), amateur, and professional rugby players to assess the typical illness rates across different levels. Participants were asked to complete a questionnaire twice a week for the duration of the active playing season investigating level of activity, well-being, and respiratory-related symptoms. Upper respiratory illness incidence per 1000 non-sick days (± SD) for the three tiers of school boy (Under 14 s, n = 9; 2nd XV, n = 15; 1st XV, n = 24), amateur (n = 18), and professional (n = 24) teams was 11.1 ± 9.7, 11.0 ± 17.8, 22.4 ± 30.9, 12.2 ± 21.8, and 12.4 ± 16.8, respectively. In addition, the duration of illness was 62.3 ± 116.1, 59.6 ± 183.2, 552.1 ± 1138.8, 64.3 ± 173.9, and 32.6 ± 59.7 days per 1000 non-sick days, respectively. This is the first study reporting the respiratory illness rates in different levels of rugby. Overall, the highest incidence observed was in the top echelon of school boy rugby, and this study provides a platform for further robust observational and interventional investigation at this level and others. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:56:15","2020-05-20 00:56:15","","197-205","","1","15","","","","","","","","","","","","","","","sph","","","","","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=135661676&site=ehost-live&scope=site","*RUGBY Union football players; Rugby; Sport; Athletes; *RESPIRATORY infections; DISEASE susceptibility; School; Upper respiratory illness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAJJ39BN","journalArticle","2019","Velema, Thijs A.","Upward and downward job mobility and player market values in contemporary European professional football","Sport Management Review (Elsevier Science)","","14413523","","","Highlights • Player market values in professional football are thought to reflect prior performance and human capital. • However, controlling for prior performance and human capital, job moves shape market values. • Upward moves shift player market values up, downward moves push market values down. • Each additional upward job move has a cumulative positive effect on market values. • The negative effect of downward moves reduces when players are more important for their new team. Abstract One question facing professional football (soccer) players in today's highly mobile football labor market is how to move between teams and develop boundaryless careers that positively signal their qualities, skills, and value to the market. The author departs from previous researchers, who have conceptualized market values as a function of performance and human capital factors at one point in time. Instead, the author argues that market observers face imperfect information when estimating the value of players, which they overcome by using job mobility as a signal for the qualities, skills, and playing potential of footballers. Analyzing a unique longitudinal dataset of 1670 professional player careers with fixed effects panel regressions, results indicate that upward mobility is a positive signal shifting observers' estimations of player market values up and downward mobility is a negative signal pushing market values down. Each extra move up leads to an additional increase in market values and the negative impact of downward mobility decreases when players take up more important roles in their new team. The impact of mobility on player market values is thus contingent on broader career patterns and the context in which job mobility takes place. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:56:18","2020-05-20 00:56:18","","209-221","","2","22","","","","","","","","","","","","","","","sph","","","","","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=135351778&site=ehost-live&scope=site","Professional football; MARKET value; *PROFESSIONAL football management; Boundaryless careers; Career signals; CONCEPTUALISM; HUMAN capital; Job mobility; OCCUPATIONAL mobility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAXHUYW3","journalArticle","2019","Barassi, G.; Bellomo, R. G.; Porreca, A.; Giannuzzo, G.; Giannandrea, N.; Pezzi, L.; Crudeli, M.; Visciano, C.; Saggini, R.","The use of adaptive neuro-stimulation for rebalancing posture and muscular tone in a soccer team","The Journal of sports medicine and physical fitness","","1827-1928","10.23736/S0022-4707.19.09311-3","","BACKGROUND: Posture and somatic structure could positively influence athletic gestures for their biomechanical implications. Working on neuromuscular activity, offers the possibility of intervention on postural control. The aim of this study was to demonstrate the possibility of interacting with the human body system through the spinal reflex pathway, starting from the stimulation of cutaneous receptors. METHODS: Twenty soccer players were recruited: all were male aged 25.5±10.6 years. Patients were divided using a single-blind criterion into two groups, each containing ten subjects. The experimental group was treated with 2 pre-set programs 4 times a week with an adaptive neuro-stimulation (ANS) able to interact with cutaneous receptors through an ENF Physio® device with a range of electrical frequency of about 15-350 Hz; the placebo-controlled group received the treatment with the device switched off. Patients performed a myometric evaluation with the MyotonPRO® system and a postural one with the Rarog software at T0 before the treatment and at T1 after the four-week treatment. RESULTS: After our intervention, we identified an improvement in muscular tone, in particular in the hamstring muscles (17.69%, right P<0.01 / left P<0.05) and a rebalancing of the principal bone points in the postural system (shoulder 71%, P<0.05, hips 65.6%, P=0.056, sagittal AP and frontal LL center of gravity, respectively 40%, P<0.05 and 52.7%, P=0.01). CONCLUSIONS: In conclusion, we could hypothesize the usefulness of an ANS to act on these parameters. ANS could be used not only for treatment of injuries but also in the field of prevention.","2019","2020-05-20 00:56:31","2020-05-20 00:56:31","","1676-1683","","10","59","","","","","","","","","","English","","","","","Medline","","","","; ","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629788084; http://dx.doi.org/10.23736/S0022-4707.19.09311-3","adult; human; male; soccer; hamstring muscle; controlled study; adolescent; young adult; physiology; randomized controlled trial; procedures; body equilibrium; single blind procedure; muscle tone; electrotherapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87QZNBM9","journalArticle","2019","Daniels, K. A. J.; Henderson, G.; Strike, S.; Cosgrave, C.; Fuller, C.; Falvey, É","The use of continuous spectral analysis for the assessment of postural stability changes after sports-related concussion","Journal of Biomechanics","","1873-2380 0021-9290","10.1016/j.jbiomech.2019.109400","","Impaired postural stability is associated with a variety of pathologies including sports-related concussion (SRC). Quantification of centre of pressure (COP) movement is the most common focus of instrumented assessment. Frequency-domain COP analyses have focused primarily on summary measures or pre-defined frequency bands but continuous analysis may provide novel and complementary insight into pathological control mechanisms. Our aims were (i) to compare post-SRC COP trajectory changes identified using clinician scores (Modified Balance Error Scoring System (M-BESS)), time-domain COP variables and continuous frequency spectral comparison; and (ii) to characterise frequency spectra changes. Male rugby players aged 15–19 years (n = 135) completed a pre-season baseline assessment comprising vision-obscured double-leg, single-leg and tandem stances on a force platform. Participants diagnosed with SRC during the season (n = 15) underwent repeat testing (median 4 days post-SRC; IQR 2.5–6.5). Baseline and post-SRC COP trajectories were compared using common time-domain COP variables, M-BESS scores and continuous frequency spectra. Post-SRC changes were identified using all three approaches. Spectral analysis revealed the largest effect size (Cliff's delta 0.39) and was the only method to identify differences in all three stances and in double-leg stance. All post-SRC increases in spectral content were in the anteroposterior direction; all decreases were in the mediolateral direction. Changes were localised to higher frequencies (1.7–8 Hz) except for double-leg stance anteroposterior direction, for which increases were observed throughout the analysed range. Our findings suggest that this method of spectral comparison may provide a more responsive and meaningful measure of postural stability changes after SRC than other commonly-used variables.","2019","2020-05-20 00:56:33","2020-05-20 00:56:33","","","","","97","","","","","","","","","","English","","","","","Embase Medline","","","","; ","http://dx.doi.org/10.1016/j.jbiomech.2019.109400; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2003454128","adult; human; article; rugby; controlled study; major clinical study; season; scoring system; adolescent; concussion; leg; effect size; intermethod comparison; vision; standing; Fourier transform; spectroscopy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9M4DCFQ","journalArticle","2019","Malaguti, Marco; Scarpino, Michele; Angeloni, Cristina; Hrelia, Silvana","The use of dietary supplements among soccer referees: How much do they know?","Journal of Human Sport & Exercise","","19885202","","","Referees are essential for the correct execution of each soccer match and national soccer associations support them with physical training guidelines in order to improve agility, aerobic and sprint capacity, to reduce the risk of injury and to meet the minimum required performance levels. Despite the importance given to performance skills no specific nutritional guideline is provided to support the performance required. This study was aimed to investigate soccer field and assistant referees knowledge and consumption of dietary supplements. Seventy-one European referees participated to this survey by filling a short and quick anonymous questionnaire designed to collect information about their refereeing category, educational level, frequency of supplement consumption, type of supplement consumed. Moreover, a sub-group of 20 participants wore a training watch to record energy expenditure, distance, and heart rate during training sessions and matches. Our data show that referees frequently consume supplements especially those refereeing in lower categories, moreover they often follow a friend's suggestion when deciding to take a supplement instead of trusting a professional prescription. According to our survey, national and international soccer federations should care more about their referee nutritional education. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:56:36","2020-05-20 00:56:36","","856-865","","4","14","","","","","","","","","","","","","","","sph","","","","","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=140225062&site=ehost-live&scope=site","Soccer; Football; *SOCCER referees; NUTRITION education; Referee; *EDUCATIONAL attainment; *DIETARY supplements; *CALORIC expenditure; Dietary supplements","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GC6YRNMS","journalArticle","2019","Waldenmeier, L.; Evers, C.; Uder, M.; Janka, R.; Hennig, F. F.; Pachowsky, M. L.; Welsch, G. H.","Using Cartilage MRI T2-Mapping to Analyze Early Cartilage Degeneration in the Knee Joint of Young Professional Soccer Players","Cartilage","","1947-6043 1947-6035","10.1177/1947603518756986","","Objective: To evaluate and characterize the appearance of articular cartilage in the tibiofemoral joint of young professional soccer players using T2-relaxation time evaluation on magnetic resonance imaging (MRI). Design: In this study, we included 57 male adolescents from the youth academy of a professional soccer team. The MRI scans were acquired of the knee joint of the supporting leg. An “early unloading” (minute 0) and “late unloading” (minute 28) T2-sequence was included in the set of images. Quantitative T2-analysis was performed in the femorotibial joint cartilage in 4 slices with each 10 regions of interest (ROIs). Statistical evaluation, using Wilcoxon signed-rank tests, was primarily performed to compare the T2 values of the “early unloading” and “late unloading.” Results: When comparing “early unloading” with “late unloading,” our findings showed a significant increase of T2-relaxation times in the weightbearing femoral cartilage of the medial (P < 0.001) and lateral (P < 0.001) compartment of the knee and in the tibial cartilage of the medial compartment (P < 0.001). Conclusion: In this study, alterations of the cartilage were found with a maximum in the medial condyle where the biomechanical load of the knee joint is highest, as well as where most of the chronic cartilage lesions occur. To avoid chronic damage, special focus should be laid on this region.","2019","2020-05-20 00:56:49","2020-05-20 00:56:49","","288-298","","3","10","","","","","","","","","","English","","","","","Embase Medline","","","","; ","http://dx.doi.org/10.1177/1947603518756986; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L620740980","adult; human; male; article; soccer player; knee; nuclear magnetic resonance imaging; major clinical study; prospective study; adolescent; body mass; resistance training; human tissue; quantitative analysis; femoral condyle; image analysis; nuclear magnetic resonance scanner; exploratory behavior; stifle; articular cartilage; 3-T Magnetom-Verio; cartilage degeneration; confirmatory factor analysis; humeral condyle; relaxation time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IH9SFJCZ","journalArticle","2019","Duthie, G. M.; Thomas, E. J.; Bahnisch, J.; Thornton, H. R.; Ball, K.","Using Small-Sided Games in Field Hockey: Can They Be Used to Reach Match Intensity?","Journal of strength and conditioning research","","1533-4287","10.1519/JSC.0000000000003445","","Duthie, GM, Thomas, EJ, Bahnisch, J, Thornton, HR, and Ball, K. Using small-sided games in field hockey: Can they be used to reach match intensity? J Strength Cond Res XX(X): 000-000, 2019-Small-sided games (SSGs) are commonly used in field hockey to replicate or overload physical and tactical competition demands; however, little evidence is available regarding if specific SSG formats achieve this. This research investigated how speed and acceleration differed between 5-minute SSG formats (2v2, 3v3, and 4v4) and also compared with competition. Elite male field hockey athletes (n = 10) participated in the SSGs with standard rules, on pitches of 30 × 20, 35 × 25, and 40 × 30 m, respectively (∼150 m per athlete excluding goal keepers). Global Positioning System devices measured speed (m·min) and acceleration (m·s). Differences between mean speed and acceleration during SSGs and 5-minute maximal mean values from competition (calculated using moving averages) were quantified using linear mixed models and described using standardized effect sizes (ES) and 90% confidence intervals. Between SSG formats, there were nonsubstantial differences for mean speed and acceleration (ES range -0.4 to 0.8). Compared with competition, mean speed was substantially lower for all SSG formats (ES range -1.4 to -1.8), whereas mean acceleration was higher (ES range 3.9-4.8). The SSG formats examined had a lower mean speed and higher mean acceleration than the maximal mean observed in competition. Therefore, these SSGs are an effective training drill for the development and overload of acceleration. However, manipulating SSG constraints to expose athletes to the maximal mean competition speed is required.","2019","2020-05-20 00:56:52","2020-05-20 00:56:52","","","","","","","","","","","","","","","English","","","","","Medline","","","","; ","http://dx.doi.org/10.1519/JSC.0000000000003445; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L630061665","adult; human; article; acceleration; clinical article; competition; athlete; hockey; effect size; global positioning system; pitch; quantitative analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPDAQAW4","journalArticle","2019","Costa, J. A.; Brito, J.; Nakamura, F. Y.; Figueiredo, P.; Rebelo, A.","Using the Rating of Perceived Exertion and Heart Rate to Quantify Training Intensity in Female Soccer Players: Validity and Utility","Journal of strength and conditioning research","","1533-4287","10.1519/JSC.0000000000003407","","Costa, JA, Brito, J, Nakamura, FY, Figueiredo, P, and Rebelo, A. Using the rating of perceived exertion and heart rate to quantify training intensity in female soccer players: validity and utility. J Strength Cond Res XX(X): 000-000, 2019-The aims of this study were as follows: (a) to analyze associations between session rating of perceived exertion (sRPE) and training impulse (TRIMP); (b) to verify whether significantly different ranges of percentage of heart rate peak (%HRpeak) would be reached in each discrete RPE category; and (c) to investigate the amount of time spent >90% of HRpeak and associated intraplayer and interplayer variability during soccer technical training sessions with similar contents and duration. This was a single-group observational study that measured the internal training load during 6 weeks of the competitive period in 17 high-level female soccer players. All training sessions started around 9 PM. and lasted on average 94 ± 5 minutes. During each training session, RPE, sRPE, TRIMP, HRex (%HRpeak), and time spent at >90% of HRpeak were assessed. A very large correlation was found between sRPE and TRIMP (r = 0.78; 95% confidence interval: [0.74-0.82]). Significant differences were observed between %HRpeak associated with each RPE value (i.e., RPE = 2 arbitrary unit [68%; 65-69% of %HRpeak]; RPE 3 [72%; 69-75%]; RPE 4 [79%; 76-82%]; RPE 5 [84; 81-87%]; χ = 73.34; df = 3; P < 0.001). Intraplayer and interplayer coefficients of variation for the time spent >90% of HRpeak (∼8% of training time, ∼7 minutes per session) during training sessions were 73 and 92%, respectively. In conclusion, it was confirmed that sRPE and TRIMP displayed good convergent validity, and different %HRpeak were observed for each discrete RPE. However, because of the high variability in the time >90% of HRpeak, careful monitoring of individual exercises should be performed to ensure the desired training stimulus for each player.","2019","2020-05-20 00:56:53","2020-05-20 00:56:53","","","","","","","","","","","","","","","English","","","","","Medline","","","","; ","http://dx.doi.org/10.1519/JSC.0000000000003407; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629537920","adult; female; human; article; soccer player; exercise; heart rate; observational study; controlled study; convergent validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZX2KN4N8","journalArticle","2019","Kelly, A.; Hale, J.; Boyle, N.; Denvir, K.; Farrell, G.; Ryan, J.; O'Connell, B.; Cunningham, J.; Wilson, F.","The utility of blood biomarkers S100b and BDNF as a measure of brain injury in professional rugby players","Journal of Neurotrauma","","1557-9042","10.1089/neu.2019.29100.abstracts","","Aim: The objective of this study was to analyse circulating concentrations of putative markers of traumatic brain injury (TBI) and brain health, S100B and brain-derived neurotrophic factor (BDNF), in professional rugby players over the course of a season when compared with age- and exercise intensity- matched controls. Methodology: Over a 1-year period in the 2016/17 rugby season, blood samples were collected from 15 players pre- and post season, with additional samples collected after confirmed concussion (n = 7). Blood samples were taken from a control group of rowers (n = 15) preand post-training to act as controls. Results: In rugby players with confirmed concussion, there was no significant difference in S100B concentration across the season (Z = 0.944 p = 0.345) or between preseason and immediately postconcussion. However, a significant increase was observed between samples taken post- concussion and end of season (Z=-2.201 p = 0.028). No difference was detected between pre- and postseason in players with diagnosed concussions when compared with those without. For BDNF, no significant differences were observed across season or following concussion. Circulating S100B concentration was comparable between sports at baseline or pretraining, while circulating BDNF was significantly increased in rugby players when compared with rowers at the same timepoint (v2(2) = 11.895, p < 0.001). Of 7 confirmed concussions only 2 were above the mTBI diagnostic threshold of >0.1 μg/L S100B. Conclusion: Following a concussion, circulating S100B concentration was elevated in comparison to end of season values in rugby players, but diagnostic thresholds for mTBI were not reached in the majority of concussive events. Whilst there was no significant difference between circulating S100B in rugby players and rowers at baseline/preseason, circulating BDNF was shown to be significantly higher in rugby players, which may be due to the effect of exercise.","2019","2020-05-20 00:56:55","2020-05-20 00:56:55","","A30","","13","36","","","","","","","","","","English","","","","","Embase","","","","; ","http://dx.doi.org/10.1089/neu.2019.29100.abstracts; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L628868212","conference abstract; human; rugby; clinical article; exercise intensity; controlled study; season; concussion; human tissue; traumatic brain injury; protein S100B; biological marker; endogenous compound; diagnosis; brain derived neurotrophic factor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
